"#","Region","Country/Territory","2000","2011","2021","2030","2045","Type"
"30","North America and Caribbean","Bermuda","-","-","0.0","-","-","Country"
"31","South-East Asia","Bhutan","-","-","0.0","-","-","Country"
"32","South and Central America","Bolivia (Plurinational State of)","0.2","-","0.1","-","-","Country"
"33","Europe","Bosnia and Herzegovina","-","3.5","0.0","-","-","Country"
"34","Africa","Botswana","-","-","0.0","-","-","Country"
"35","South and Central America","Brazil","4.4","0.1","7.1","-","-","Country"
"36","North America and Caribbean","British Virgin Islands","-","-","0.0","-","-","Country"
"37","Western Pacific","Brunei Darussalam","-","-","0.0","-","-","Country"
"38","Europe","Bulgaria","0.1","0.1","0.1","-","-","Country"
"39","Africa","Burkina Faso","-","-","0.0","-","-","Country"
"40","Africa","Burundi","-","-","0.1","-","-","Country"
"41","Africa","Cabo Verde","-","-","0.0","-","-","Country"
"42","Western Pacific","Cambodia","-","-","0.1","-","-","Country"
"43","Africa","Cameroon","0.1","-","0.2","-","-","Country"
"44","North America and Caribbean","Canada","1.3","0.2","2.3","-","-","Country"
"45","North America and Caribbean","Cayman Islands","-","-","0.0","-","-","Country"
"46","Africa","Central African Republic","-","-","0.0","-","-","Country"
"47","Africa","Chad","-","-","0.0","-","-","Country"
"48","Europe","Channel Islands","-","-","0.0","-","-","Country"
"49","South and Central America","Chile","0.1","0.1","0.5","-","-","Country"
"50","Western Pacific","China","5.3","0.0","4.9","-","-","Country"
"51","Western Pacific","China, Hong Kong SAR","0.0","0.0","0.0","-","-","Country"
"52","Western Pacific","China, Macao SAR","0.0","-","0.0","-","-","Country"
"53","South and Central America","Colombia","0.2","0.0","0.3","-","-","Country"
"54","Africa","Comoros","-","-","0.0","-","-","Country"
"55","Africa","Congo","0.0","-","0.0","-","-","Country"
"56","Western Pacific","Cook Islands","-","-","-","-","-","Country"
"57","South and Central America","Costa Rica","0.0","-","0.0","-","-","Country"
"58","Europe","Croatia","0.1","0.1","0.1","-","-","Country"
"59","South and Central America","Cuba","0.1","0.0","0.0","-","-","Country"
"60","North America and Caribbean","Curaçao","-","-","0.0","-","-","Country"
"61","Europe","Cyprus","0.0","0.0","0.0","-","-","Country"
"62","Europe","Czechia","0.2","0.0","0.4","-","-","Country"
"63","Africa","Côte d'Ivoire","0.1","-","0.2","-","-","Country"
"64","Western Pacific","Democratic People's Republic of Korea","-","-","0.2","-","-","Country"
"65","Africa","Democratic Republic of the Congo","0.2","-","0.5","-","-","Country"
"66","Europe","Denmark","0.1","0.2","0.3","0.0","-","Country"
"67","Africa","Djibouti","-","-","0.0","-","-","Country"
"68","North America and Caribbean","Dominica","-","0.1","0.0","-","-","Country"
"69","South and Central America","Dominican Republic","0.2","0.0","0.0","-","-","Country"
"70","South and Central America","Ecuador","0.2","-","0.1","-","-","Country"
"71","Middle East and North Africa","Egypt","1.9","0.1","1.1","-","-","Country"
"72","South and Central America","El Salvador","0.1","-","0.1","-","-","Country"
"73","Africa","Equatorial Guinea","-","-","0.0","-","-","Country"
"74","Africa","Eritrea","-","-","0.2","-","-","Country"
"75","Europe","Estonia","0.0","0.2","0.0","-","-","Country"
"76","Africa","Eswatini","-","-","0.0","-","-","Country"
"77","Africa","Ethiopia","0.3","0.0","0.1","-","-","Country"
"78","Europe","Faroe Islands","-","-","0.0","-","-","Country"
"79","Western Pacific","Fiji","0.0","-","0.0","-","-","Country"
"80","Europe","Finland","0.5","0.6","0.5","-","-","Country"
"81","Europe","France","1.0","0.1","2.2","-","-","Country"
"82","South and Central America","French Guiana","-","-","-","-","-","Country"
"83","Western Pacific","French Polynesia","-","-","0.0","-","-","Country"
"84","Africa","Gabon","0.0","-","0.0","-","-","Country"
"85","Africa","Gambia","0.0","-","0.0","-","-","Country"
"86","Europe","Georgia","0.1","0.0","0.0","-","-","Country"
"87","Europe","Germany","1.8","0.2","2.9","-","-","Country"
"88","Africa","Ghana","0.1","-","0.2","-","-","Country"
"89","Europe","Greece","0.2","0.1","0.2","-","-","Country"
"90","Europe","Greenland","-","-","0.0","-","-","Country"
"91","North America and Caribbean","Grenada","-","-","0.0","-","-","Country"
"92","North America and Caribbean","Guadeloupe","-","-","-","-","-","Country"
"93","Western Pacific","Guam","-","-","0.0","-","-","Country"
"94","South and Central America","Guatemala","0.2","-","0.2","-","-","Country"
"95","Africa","Guinea","-","-","0.0","-","-","Country"
"96","Africa","Guinea-Bissau","-","-","0.0","-","-","Country"
"97","North America and Caribbean","Guyana","0.0","-","0.0","-","-","Country"
"98","North America and Caribbean","Haiti","0.2","-","0.0","-","-","Country"
"99","Europe","Holy See","-","-","0.0","-","-","Country"
"100","South and Central America","Honduras","0.1","-","0.1","-","-","Country"
"101","Europe","Hungary","0.2","0.1","0.3","-","-","Country"
"102","Europe","Iceland","0.0","0.0","0.0","-","-","Country"
"103","South-East Asia","India","18.1","0.0","19.2","-","-","Country"
"104","Western Pacific","Indonesia","1.5","-","0.7","-","-","Country"
"105","Middle East and North Africa","Iran (Islamic Republic of)","1.7","0.0","0.8","-","-","Country"
"106","Middle East and North Africa","Iraq","0.5","-","0.5","-","-","Country"
"107","Europe","Ireland","0.1","0.2","0.3","-","-","Country"
"108","Europe","Isle of Man","-","-","0.0","-","-","Country"
"109","Europe","Israel","0.1","0.0","0.4","-","-","Country"
"110","Europe","Italy","0.8","0.1","1.3","-","-","Country"
"111","North America and Caribbean","Jamaica","0.0","-","0.0","-","-","Country"
"112","Western Pacific","Japan","0.4","0.0","0.3","-","-","Country"
"113","Middle East and North Africa","Jordan","0.1","0.0","0.1","-","-","Country"
"114","Europe","Kazakhstan","0.3","-","0.1","-","-","Country"
"115","Africa","Kenya","0.2","-","0.4","-","-","Country"
"116","Western Pacific","Kiribati","-","-","0.0","-","-","Country"
"117","Middle East and North Africa","Kuwait","0.0","0.2","0.4","-","-","Country"
"118","Europe","Kyrgyzstan","0.1","-","0.0","-","-","Country"
"119","Western Pacific","Lao People's Democratic Republic","-","-","0.0","-","-","Country"
"120","Europe","Latvia","-","0.0","0.0","-","-","Country"
"121","Middle East and North Africa","Lebanon","0.1","-","0.1","-","-","Country"
"122","Africa","Lesotho","-","-","0.0","-","-","Country"
"123","Africa","Liberia","-","-","0.0","-","-","Country"
"124","Middle East and North Africa","Libya","0.2","0.1","0.2","-","-","Country"
"125","Europe","Liechtenstein","-","-","0.0","-","-","Country"
"126","Europe","Lithuania","0.1","0.1","0.1","-","-","Country"
"127","Europe","Luxembourg","0.0","0.2","0.0","-","-","Country"
"128","Africa","Madagascar","0.1","-","0.2","-","-","Country"
"129","Africa","Malawi","-","-","0.2","-","-","Country"
"130","Western Pacific","Malaysia","0.2","-","0.1","-","-","Country"
"131","South-East Asia","Maldives","-","-","0.0","-","-","Country"
"132","Africa","Mali","0.0","-","0.0","-","-","Country"
"133","Europe","Malta","0.0","0.2","0.0","-","-","Country"
"134","Western Pacific","Marshall Islands","-","-","0.0","-","-","Country"
"135","North America and Caribbean","Martinique","-","-","-","-","-","Country"
"136","Africa","Mauritania","-","-","0.0","-","-","Country"
"137","South-East Asia","Mauritius","0.0","0.0","0.0","-","-","Country"
"138","Africa","Mayotte","-","-","0.0","-","-","Country"
"139","North America and Caribbean","Mexico","0.2","0.0","1.1","-","-","Country"
"140","Western Pacific","Micronesia (Federated States of)","-","-","0.0","-","-","Country"
"141","Europe","Monaco","-","-","0.0","-","-","Country"
"142","Western Pacific","Mongolia","-","-","0.0","-","-","Country"
"143","Europe","Montenegro","-","0.2","0.0","-","-","Country"
"144","Middle East and North Africa","Morocco","0.8","-","3.5","-","-","Country"
"145","Africa","Mozambique","0.1","-","0.3","-","-","Country"
"146","Western Pacific","Myanmar","-","-","0.1","-","-","Country"
"147","Africa","Namibia","-","-","0.0","-","-","Country"
"148","Western Pacific","Nauru","-","-","0.0","-","-","Country"
"149","South-East Asia","Nepal","-","-","0.5","-","-","Country"
"150","Europe","Netherlands","0.4","0.2","0.6","-","-","Country"
"151","North America and Caribbean","Netherlands Antilles","0.0","-","-","-","-","Country"
"152","Western Pacific","New Caledonia","-","-","0.0","-","-","Country"
"153","Western Pacific","New Zealand","0.1","0.2","0.2","-","-","Country"
"154","South and Central America","Nicaragua","-","-","0.1","-","-","Country"
"155","Africa","Niger","-","-","0.1","-","-","Country"
"156","Africa","Nigeria","0.4","0.0","1.6","-","-","Country"
"157","Western Pacific","Niue","-","-","-","-","-","Country"
"158","Western Pacific","Northern Mariana Islands","-","0.0","0.0","-","-","Country"
"159","Europe","North Macedonia","0.0","0.0","0.0","-","-","Country"
"160","Europe","Norway","0.2","0.3","0.3","-","-","Country"
"161","Middle East and North Africa","Oman","-","0.0","0.0","-","-","Country"
"162","Middle East and North Africa","Pakistan","3.5","0.0","0.8","-","-","Country"
"163","Western Pacific","Palau","-","-","0.0","-","-","Country"
"164","South and Central America","Panama","0.0","-","0.0","-","-","Country"
"165","Western Pacific","Papua New Guinea","0.0","0.0","0.0","-","-","Country"
"166","South and Central America","Paraguay","0.0","0.0","0.0","-","-","Country"
"167","South and Central America","Peru","0.1","0.0","0.0","-","-","Country"
"168","Western Pacific","Philippines","0.6","-","0.3","-","-","Country"
"169","Europe","Poland","0.6","0.2","1.1","-","-","Country"
"170","Europe","Portugal","0.2","0.1","0.2","-","-","Country"
"171","South and Central America","Puerto Rico","0.2","0.2","0.1","-","-","Country"
"172","Middle East and North Africa","Qatar","0.0","0.1","0.2","-","-","Country"
"173","Africa","Réunion","-","-","-","-","-","Country"
"174","Western Pacific","Republic of Korea","0.1","0.0","0.3","-","-","Country"
"175","Europe","Republic of Moldova","-","-","0.1","-","-","Country"
"176","Europe","Romania","0.3","0.0","0.3","-","-","Country"
"177","Europe","Russian Federation","-","0.1","3.3","-","-","Country"
"178","Africa","Rwanda","-","-","0.1","-","-","Country"
"179","North America and Caribbean","Saint Kitts and Nevis","-","-","0.0","-","-","Country"
"180","North America and Caribbean","Saint Lucia","-","-","0.0","-","-","Country"
"181","North America and Caribbean","Saint Vincent and the Grenadines","-","-","0.0","-","-","Country"
"182","Western Pacific","Samoa","-","-","0.0","-","-","Country"
"183","Europe","San Marino","-","-","0.0","-","-","Country"
"184","Africa","Sao Tome and Principe","-","-","0.0","-","-","Country"
"185","Middle East and North Africa","Saudi Arabia","0.5","0.3","2.7","-","-","Country"
"186","Africa","Senegal","0.0","-","0.1","-","-","Country"
"187","Europe","Serbia","-","0.1","0.2","-","-","Country"
"188","Africa","Seychelles","-","-","0.0","-","-","Country"
"189","Africa","Sierra Leone","-","-","0.0","-","-","Country"
"190","Western Pacific","Singapore","0.0","0.0","0.0","-","-","Country"
"191","Europe","Slovakia","0.1","0.1","0.1","-","-","Country"
"192","Europe","Slovenia","0.0","0.1","0.1","-","-","Country"
"193","Western Pacific","Solomon Islands","-","-","0.0","-","-","Country"
"194","Africa","Somalia","-","-","0.9","-","-","Country"
"195","Africa","South Africa","1.2","-","0.3","-","-","Country"
"196","Africa","South Sudan","-","-","0.5","-","-","Country"
"197","Europe","Spain","0.9","0.1","1.3","-","-","Country"
"198","South-East Asia","Sri Lanka","0.3","-","0.3","-","-","Country"
"199","Middle East and North Africa","State of Palestine","-","-","0.1","-","-","Country"
"200","Middle East and North Africa","Sudan","0.9","0.1","1.8","-","-","Country"
"201","North America and Caribbean","Suriname","0.0","-","0.0","-","-","Country"
"202","Europe","Sweden","0.4","0.4","0.8","-","-","Country"
"203","Europe","Switzerland","0.1","0.1","0.2","-","-","Country"
"204","Middle East and North Africa","Syrian Arab Republic","0.4","-","0.2","-","-","Country"
"205","Western Pacific","Taiwan","0.1","0.0","0.2","-","-","Country"
"206","Europe","Tajikistan","-","0.0","0.1","-","-","Country"
"207","Western Pacific","Thailand","0.4","0.0","0.1","-","-","Country"
"208","Western Pacific","Timor-Leste","-","-","0.0","-","-","Country"
"209","Africa","Togo","0.0","-","0.0","-","-","Country"
"210","Western Pacific","Tokelau","-","-","-","-","-","Country"
"211","Western Pacific","Tonga","0.0","-","0.0","-","-","Country"
"212","North America and Caribbean","Trinidad and Tobago","0.0","-","0.0","-","-","Country"
"213","Middle East and North Africa","Tunisia","0.2","0.1","0.2","-","-","Country"
"214","Europe","Turkey","1.2","-","2.2","-","-","Country"
"215","Europe","Turkmenistan","-","-","0.2","-","-","Country"
"216","Western Pacific","Tuvalu","-","-","0.0","-","-","Country"
"217","Africa","Uganda","0.1","-","0.4","-","-","Country"
"218","Europe","Ukraine","1.0","0.1","0.6","-","-","Country"
"219","Middle East and North Africa","United Arab Emirates","-","-","0.0","-","-","Country"
"220","Europe","United Kingdom","2.1","0.3","2.7","-","-","Country"
"221","Africa","United Republic of Tanzania","0.1","0.0","0.5","-","-","Country"
"222","North America and Caribbean","United States of America","9.6","0.2","15.3","-","-","Country"
"223","South and Central America","Uruguay","0.1","0.1","0.1","-","-","Country"
"224","North America and Caribbean","US Virgin Islands","-","0.1","0.0","-","-","Country"
"225","Europe","Uzbekistan","-","0.0","0.3","-","-","Country"
"226","Western Pacific","Vanuatu","-","-","0.0","-","-","Country"
"227","South and Central America","Venezuela (Bolivarian Republic of)","0.3","0.0","0.0","-","-","Country"
"228","Western Pacific","Viet Nam","-","-","0.2","-","-","Country"
"229","Middle East and North Africa","Yemen","-","-","0.3","-","-","Country"
"230","Africa","Zambia","0.1","0.0","0.2","-","-","Country"
"231","Africa","Zimbabwe","0.1","-","0.1","-","-","Country"
